ts,actions
371333.3333333333,"{'browOuterUpLeft': 0.3647635579109192, 'eyeLookInRight': 0.8314500451087952, 'eyeLookOutLeft': 0.8317325115203857, 'eyeLookUpLeft': 0.27303850650787354, 'eyeLookUpRight': 0.26656633615493774, 'eyeSquintLeft': 0.33378538489341736, 'eyeSquintRight': 0.2774069011211395, 'mouthPressRight': 0.20926693081855774, 'mouthRollLower': 0.3526279628276825, 'mouthShrugLower': 0.2655480206012726}"
373733.3333333334,"{'browOuterUpLeft': 0.43849876523017883, 'browOuterUpRight': 0.20224076509475708, 'eyeLookInRight': 0.8410928845405579, 'eyeLookOutLeft': 0.839938759803772, 'eyeLookUpLeft': 0.3584229648113251, 'eyeLookUpRight': 0.3408481776714325, 'eyeSquintLeft': 0.3034956455230713}"
376066.6666666667,"{'browOuterUpLeft': 0.31164607405662537, 'browOuterUpRight': 0.23002783954143524, 'eyeLookInRight': 0.8530701994895935, 'eyeLookOutLeft': 0.8535763621330261, 'eyeLookUpLeft': 0.5712225437164307, 'eyeLookUpRight': 0.5513861179351807, 'eyeSquintLeft': 0.3064536154270172, 'eyeSquintRight': 0.21818743646144867}"
378533.3333333333,"{'browOuterUpLeft': 0.45403000712394714, 'eyeLookInRight': 0.9257757067680359, 'eyeLookOutLeft': 0.9236882925033569, 'eyeLookUpLeft': 0.4797198176383972, 'eyeLookUpRight': 0.47772911190986633, 'eyeSquintLeft': 0.3630349040031433, 'eyeSquintRight': 0.31526270508766174, 'mouthRollLower': 0.23002605140209198}"
380833.3333333333,"{'browOuterUpLeft': 0.34364694356918335, 'browOuterUpRight': 0.4055998623371124, 'eyeLookInLeft': 0.25924205780029297, 'eyeLookOutRight': 0.2757212817668915, 'eyeLookUpLeft': 0.3168088495731354, 'eyeLookUpRight': 0.336795836687088, 'eyeSquintLeft': 0.5803529024124146, 'eyeSquintRight': 0.2416696399450302, 'mouthPressLeft': 0.22720997035503387, 'mouthRollLower': 0.2385411560535431}"
383166.6666666667,"{'browOuterUpLeft': 0.5136016011238098, 'browOuterUpRight': 0.6350144743919373, 'eyeLookDownLeft': 0.37177222967147827, 'eyeLookDownRight': 0.3405577540397644, 'eyeSquintLeft': 0.5436672568321228, 'eyeSquintRight': 0.5346782207489014, 'mouthPressLeft': 0.32380661368370056}"
385633.3333333333,"{'browOuterUpLeft': 0.26850536465644836, 'browOuterUpRight': 0.3658636808395386, 'eyeLookInLeft': 0.23633666336536407, 'eyeLookOutRight': 0.263264000415802, 'eyeLookUpLeft': 0.31833621859550476, 'eyeLookUpRight': 0.33987724781036377, 'eyeSquintLeft': 0.3167360723018646}"
388033.3333333333,"{'browInnerUp': 0.49067652225494385, 'browOuterUpLeft': 0.634355902671814, 'browOuterUpRight': 0.7390203475952148, 'eyeLookDownLeft': 0.7286185026168823, 'eyeLookDownRight': 0.7185224294662476, 'eyeLookInRight': 0.49849578738212585, 'eyeLookOutLeft': 0.5135998725891113, 'eyeSquintRight': 0.21829155087471008, 'mouthPressLeft': 0.7677779197692871, 'mouthPressRight': 0.39445388317108154, 'mouthRollLower': 0.3912225663661957}"
390233.3333333334,"{'browOuterUpLeft': 0.23108261823654175, 'browOuterUpRight': 0.38799965381622314}"
392166.6666666667,"{'browInnerUp': 0.3054220676422119, 'browOuterUpLeft': 0.5685708522796631, 'browOuterUpRight': 0.5441680550575256, 'eyeBlinkLeft': 0.40921321511268616, 'eyeBlinkRight': 0.4715130031108856, 'eyeLookDownLeft': 0.7249516248703003, 'eyeLookDownRight': 0.7236454486846924, 'eyeLookInRight': 0.4895460903644562, 'eyeLookOutLeft': 0.486477255821228, 'eyeSquintLeft': 0.42158904671669006, 'eyeSquintRight': 0.3535401225090027, 'mouthPucker': 0.46123310923576355, 'mouthRight': 0.20217609405517578}"
394266.6666666666,"{'browOuterUpLeft': 0.582047700881958, 'browOuterUpRight': 0.5891605019569397, 'eyeBlinkLeft': 0.22847820818424225, 'eyeBlinkRight': 0.25670814514160156, 'eyeLookDownLeft': 0.3989435136318207, 'eyeLookDownRight': 0.4035628139972687, 'eyeLookInRight': 0.31770145893096924, 'eyeLookOutLeft': 0.31190788745880127, 'eyeSquintLeft': 0.46032485365867615, 'eyeSquintRight': 0.5788336992263794}"
396633.3333333333,"{'browOuterUpLeft': 0.2576301693916321, 'browOuterUpRight': 0.4185003936290741, 'eyeLookUpLeft': 0.6106888055801392, 'eyeLookUpRight': 0.6440768837928772}"
398300.0,"{'browOuterUpLeft': 0.46730807423591614, 'browOuterUpRight': 0.5125041604042053, 'eyeLookDownLeft': 0.2312551885843277, 'eyeLookDownRight': 0.2445390671491623, 'eyeLookInRight': 0.3235551714897156, 'eyeLookOutLeft': 0.325890451669693, 'eyeSquintLeft': 0.5481805801391602, 'eyeSquintRight': 0.5381537079811096, 'mouthPucker': 0.38575440645217896}"
400633.3333333333,"{'browOuterUpLeft': 0.580886960029602, 'browOuterUpRight': 0.5128634572029114, 'eyeLookUpLeft': 0.7100740671157837, 'eyeLookUpRight': 0.7199589610099792, 'eyeSquintLeft': 0.2662469148635864}"
402766.6666666666,"{'browOuterUpLeft': 0.21745668351650238, 'browOuterUpRight': 0.2848041355609894, 'eyeBlinkLeft': 0.22094644606113434, 'eyeLookInRight': 0.22877158224582672, 'eyeLookOutLeft': 0.25747138261795044, 'eyeSquintLeft': 0.6161578893661499, 'eyeSquintRight': 0.4502667486667633, 'mouthPucker': 0.4192962348461151}"
404933.3333333333,"{'browOuterUpLeft': 0.3820224702358246, 'browOuterUpRight': 0.631742537021637, 'eyeBlinkLeft': 0.20683570206165314, 'eyeLookDownLeft': 0.42198646068573, 'eyeLookDownRight': 0.42471399903297424, 'eyeLookInLeft': 0.47564834356307983, 'eyeLookOutRight': 0.494723379611969, 'eyeSquintLeft': 0.47987064719200134, 'eyeSquintRight': 0.3366158604621887}"
407200.0,"{'browOuterUpLeft': 0.22317245602607727, 'browOuterUpRight': 0.34569403529167175, 'eyeLookInLeft': 0.27219656109809875, 'eyeLookOutRight': 0.3106831908226013, 'eyeLookUpLeft': 0.38524049520492554, 'eyeLookUpRight': 0.4108034372329712}"
409533.3333333333,"{'browOuterUpLeft': 0.453755646944046, 'browOuterUpRight': 0.3076150715351105, 'eyeLookUpLeft': 0.3667127788066864, 'eyeLookUpRight': 0.40812769532203674, 'mouthPressLeft': 0.22570860385894775}"
411833.3333333333,"{'browOuterUpLeft': 0.3657070994377136, 'browOuterUpRight': 0.2915230989456177, 'eyeLookOutRight': 0.22434839606285095, 'eyeLookUpLeft': 0.27933400869369507, 'eyeLookUpRight': 0.30443403124809265, 'mouthPressLeft': 0.23887021839618683}"
414300.0,"{'browOuterUpLeft': 0.3729230761528015, 'browOuterUpRight': 0.32831037044525146, 'eyeLookOutRight': 0.21663229167461395, 'eyeLookUpLeft': 0.3699873387813568, 'eyeLookUpRight': 0.40300896763801575, 'eyeSquintLeft': 0.24594518542289734}"
416599.99999999994,"{'browInnerUp': 0.5831221342086792, 'browOuterUpLeft': 0.38895466923713684, 'browOuterUpRight': 0.27818429470062256, 'eyeLookUpRight': 0.20888088643550873, 'eyeSquintRight': 0.5104533433914185}"
418700.0,"{'browOuterUpLeft': 0.23239964246749878, 'browOuterUpRight': 0.2326330691576004, 'eyeBlinkLeft': 0.5386143922805786, 'eyeBlinkRight': 0.4988654553890228, 'eyeLookDownLeft': 0.5134683847427368, 'eyeLookDownRight': 0.5353764295578003, 'eyeSquintLeft': 0.8228585124015808, 'eyeSquintRight': 0.6081023216247559}"
421133.3333333333,"{'eyeLookUpLeft': 0.38513290882110596, 'eyeLookUpRight': 0.43631795048713684, 'eyeSquintLeft': 0.2245967537164688, 'eyeSquintRight': 0.2316424399614334}"
423433.3333333333,"{'browOuterUpRight': 0.3463965058326721, 'eyeLookUpLeft': 0.25315821170806885, 'eyeLookUpRight': 0.291035920381546, 'eyeSquintLeft': 0.39844369888305664}"
425433.3333333333,"{'browOuterUpRight': 0.2931768000125885, 'eyeLookInLeft': 0.33246758580207825, 'eyeLookOutRight': 0.3456457257270813, 'eyeSquintLeft': 0.5205761194229126, 'eyeSquintRight': 0.3134300410747528}"
427666.6666666667,"{'browOuterUpLeft': 0.2818146049976349, 'browOuterUpRight': 0.24398121237754822, 'eyeLookUpLeft': 0.25584837794303894, 'eyeLookUpRight': 0.2665172815322876, 'eyeSquintLeft': 0.4964957535266876, 'eyeSquintRight': 0.31182920932769775}"
430166.6666666667,"{'browOuterUpLeft': 0.33075249195098877, 'browOuterUpRight': 0.2987476885318756, 'eyeLookInRight': 0.9110115766525269, 'eyeLookOutLeft': 0.9099550247192383, 'eyeLookUpLeft': 0.4494662284851074, 'eyeLookUpRight': 0.44184255599975586, 'eyeSquintLeft': 0.44119516015052795, 'eyeSquintRight': 0.2600499987602234}"
432333.3333333333,"{'browOuterUpLeft': 0.282121866941452, 'eyeLookDownLeft': 0.30083218216896057, 'eyeLookDownRight': 0.2541333734989166, 'eyeLookInLeft': 0.6967617273330688, 'eyeLookOutRight': 0.7179603576660156, 'eyeSquintLeft': 0.4726056158542633, 'eyeSquintRight': 0.47789087891578674}"
434533.3333333333,"{'browOuterUpLeft': 0.2305363267660141, 'browOuterUpRight': 0.285503625869751, 'eyeLookUpLeft': 0.34766849875450134, 'eyeLookUpRight': 0.3749663531780243, 'eyeSquintLeft': 0.34903034567832947, 'eyeSquintRight': 0.2314801812171936}"
436466.6666666666,"{'browOuterUpLeft': 0.23127643764019012, 'eyeLookInRight': 0.9295836687088013, 'eyeLookOutLeft': 0.9293836951255798, 'eyeLookUpLeft': 0.3340383768081665, 'eyeLookUpRight': 0.33398112654685974, 'eyeSquintLeft': 0.6507349014282227, 'eyeSquintRight': 0.6047405004501343}"
438466.6666666666,"{'browOuterUpLeft': 0.36847126483917236, 'eyeLookInRight': 0.9061439037322998, 'eyeLookOutLeft': 0.9048200249671936, 'eyeLookUpLeft': 0.5100350379943848, 'eyeLookUpRight': 0.5180917978286743, 'eyeSquintRight': 0.2531832754611969}"
440766.6666666666,"{'browOuterUpLeft': 0.3762972354888916, 'browOuterUpRight': 0.31281253695487976, 'eyeLookInLeft': 0.5393810272216797, 'eyeLookOutRight': 0.5628373622894287, 'eyeLookUpLeft': 0.5208443403244019, 'eyeLookUpRight': 0.5313899517059326, 'eyeSquintLeft': 0.44315239787101746, 'eyeSquintRight': 0.32776281237602234}"
443066.6666666667,"{'browOuterUpLeft': 0.29949110746383667, 'browOuterUpRight': 0.34399130940437317, 'eyeLookInRight': 0.9566838145256042, 'eyeLookOutLeft': 0.9566597938537598, 'eyeLookUpLeft': 0.443195641040802, 'eyeLookUpRight': 0.43148675560951233, 'eyeSquintLeft': 0.38637575507164, 'eyeSquintRight': 0.2431594282388687}"
445466.6666666666,"{'browOuterUpLeft': 0.25318264961242676, 'browOuterUpRight': 0.2378576248884201, 'eyeLookInLeft': 0.404390811920166, 'eyeLookOutRight': 0.42679354548454285, 'eyeSquintLeft': 0.34884539246559143}"
447800.0,"{'browOuterUpRight': 0.22523897886276245, 'eyeSquintLeft': 0.3145100474357605, 'eyeSquintRight': 0.2120848447084427, 'mouthPressLeft': 0.2722107470035553}"
449966.6666666666,"{'browDownRight': 0.21808485686779022, 'eyeLookInLeft': 0.5850694179534912, 'eyeLookOutRight': 0.6118543744087219, 'mouthPressLeft': 0.31263571977615356}"
452099.99999999994,"{'browInnerUp': 0.4106590449810028, 'browOuterUpLeft': 0.6687965393066406, 'browOuterUpRight': 0.753497838973999, 'eyeLookDownLeft': 0.5753235816955566, 'eyeLookDownRight': 0.5901628136634827, 'eyeLookInRight': 0.45463141798973083, 'eyeLookOutLeft': 0.44954609870910645, 'eyeSquintLeft': 0.34063127636909485, 'eyeSquintRight': 0.41759032011032104}"
454333.3333333333,"{'browOuterUpLeft': 0.2870103120803833, 'browOuterUpRight': 0.26396629214286804, 'eyeLookInLeft': 0.26493343710899353, 'eyeLookOutRight': 0.3059152662754059, 'eyeLookUpLeft': 0.4535920023918152, 'eyeLookUpRight': 0.47184693813323975, 'eyeSquintLeft': 0.36396265029907227, 'eyeSquintRight': 0.25403034687042236, 'mouthPressLeft': 0.2816717028617859}"
456599.99999999994,"{'eyeLookInLeft': 0.7531223297119141, 'eyeLookOutRight': 0.7842389941215515, 'eyeLookUpRight': 0.22185538709163666, 'mouthPressLeft': 0.22430144250392914}"
458933.3333333333,"{'eyeLookInLeft': 0.6498252153396606, 'eyeLookOutRight': 0.6814334392547607, 'mouthPressLeft': 0.2730324864387512}"
461233.3333333334,"{'browOuterUpRight': 0.30346181988716125, 'mouthLowerDownLeft': 0.26085492968559265, 'mouthLowerDownRight': 0.28622251749038696}"
463633.3333333333,"{'browOuterUpRight': 0.2611980736255646, 'eyeLookDownLeft': 0.3037925958633423, 'eyeLookDownRight': 0.34824636578559875, 'eyeSquintLeft': 0.31687137484550476, 'mouthPressLeft': 0.40972375869750977}"
466033.3333333333,"{'browOuterUpRight': 0.2313307374715805, 'eyeLookDownLeft': 0.22631168365478516, 'eyeLookDownRight': 0.2743404805660248, 'eyeSquintLeft': 0.2096768468618393, 'mouthPressLeft': 0.44975441694259644}"
468266.6666666666,"{'browOuterUpLeft': 0.26200881600379944, 'browOuterUpRight': 0.4290207326412201, 'eyeBlinkLeft': 0.4988973140716553, 'eyeBlinkRight': 0.5071327686309814, 'eyeLookDownLeft': 0.5962822437286377, 'eyeLookDownRight': 0.6005480289459229, 'eyeSquintLeft': 0.6374118328094482, 'eyeSquintRight': 0.399051696062088, 'mouthPressLeft': 0.27228161692619324}"
470466.6666666666,"{'browOuterUpRight': 0.27053511142730713, 'eyeSquintLeft': 0.2616536021232605, 'eyeSquintRight': 0.22096681594848633, 'mouthPressLeft': 0.446524441242218}"
472733.3333333334,"{'browOuterUpRight': 0.26204875111579895, 'eyeSquintLeft': 0.2722645401954651}"
474900.0,"{'browOuterUpRight': 0.477713942527771, 'eyeBlinkLeft': 0.6024520397186279, 'eyeBlinkRight': 0.4300667941570282, 'eyeLookDownLeft': 0.6397247910499573, 'eyeLookDownRight': 0.6785205602645874, 'eyeLookInRight': 0.32489392161369324, 'eyeLookOutLeft': 0.3414246737957001, 'eyeSquintLeft': 0.5476558208465576, 'eyeSquintRight': 0.34513059258461, 'mouthPressLeft': 0.26421868801116943}"
477166.6666666667,"{'browInnerUp': 0.29548031091690063, 'browOuterUpLeft': 0.3648858070373535, 'browOuterUpRight': 0.629114031791687, 'eyeBlinkLeft': 0.23649241030216217, 'eyeBlinkRight': 0.2063220739364624, 'eyeLookDownLeft': 0.6558807492256165, 'eyeLookDownRight': 0.6791316270828247, 'eyeLookInRight': 0.4767197370529175, 'eyeLookOutLeft': 0.49657484889030457, 'eyeSquintLeft': 0.2583208680152893, 'eyeSquintRight': 0.24981148540973663, 'mouthPressLeft': 0.3471577763557434}"
478433.3333333333,"{'eyeBlinkLeft': 0.530738353729248, 'eyeBlinkRight': 0.3658691644668579, 'eyeLookDownLeft': 0.6000674962997437, 'eyeLookDownRight': 0.6063872575759888, 'eyeLookInLeft': 0.2371658980846405, 'eyeLookOutRight': 0.2716027796268463, 'eyeSquintLeft': 0.5097089409828186, 'eyeSquintRight': 0.4501347839832306, 'mouthPressLeft': 0.5403892993927002, 'mouthRight': 0.2285013198852539}"
